applicant_id,age,job_tenure,income,requested_amount,dti,revolving_util,delinquency_2y,bureau_inquiries,default
PROP-001174,26,5.6,4599.32,9535.65,18.4,57.5,2,2,0
PROP-001175,36,0.9,2143.95,6238.46,33.7,85.9,1,0,1
PROP-001176,18,0.1,4208.54,2166.59,20.1,42.0,1,1,0
PROP-001177,28,2.8,3661.88,12796.76,12.7,21.9,0,1,0
PROP-001178,39,3.9,4875.31,9058.09,20.3,58.2,0,0,0
PROP-001179,42,0.1,2208.08,3416.18,54.1,24.9,0,1,0
PROP-001180,43,1.4,2389.01,7566.11,47.7,4.6,1,0,0
PROP-001181,22,1.9,8961.55,8165.12,34.2,39.5,1,4,0
PROP-001182,48,0.2,4699.9,8696.81,46.7,44.9,0,1,0
PROP-001183,28,4.8,3799.85,4128.31,21.1,80.2,2,0,0
PROP-001184,45,2.8,3483.78,4909.95,12.8,54.9,1,2,0
PROP-001185,37,7.2,4107.08,13260.88,29.2,56.8,0,2,0
PROP-001186,21,0.3,4993.37,4519.29,50.2,57.8,0,4,1
PROP-001187,34,1.7,1673.56,2446.17,26.9,45.8,0,3,0
PROP-001188,42,4.7,3554.53,11438.78,30.0,59.9,3,3,1
PROP-001189,45,5.7,5087.43,3466.54,40.4,9.5,0,4,0
PROP-001190,36,3.8,4135.94,10567.56,14.0,20.7,0,1,0
PROP-001191,56,6.9,1589.34,1000.0,31.1,40.5,0,1,0
PROP-001192,50,1.6,4588.46,13873.92,32.2,21.9,0,0,0
PROP-001193,34,1.0,4425.93,11483.9,39.2,43.5,2,3,0
PROP-001194,47,1.8,2982.63,4404.45,51.7,21.9,0,3,0
PROP-001195,61,10.1,2597.14,4194.32,48.2,42.5,0,3,0
PROP-001196,61,3.5,5100.96,9220.63,19.5,23.3,0,1,0
PROP-001197,23,3.5,4833.18,7730.15,19.0,13.1,0,0,0
PROP-001198,26,2.9,5981.74,20801.33,20.7,36.3,0,2,0
PROP-001199,55,1.1,15784.72,42521.55,37.9,79.1,0,2,0
PROP-001200,25,3.1,6395.82,8810.34,30.5,8.9,3,0,1
PROP-001201,22,2.1,2932.39,7160.21,19.0,5.1,0,3,0
PROP-001202,32,4.9,9632.96,14178.2,53.3,20.9,0,6,1
PROP-001203,43,0.1,3894.56,5208.87,25.7,63.7,1,4,0
PROP-001204,36,0.8,3903.46,11762.53,38.1,83.6,0,4,1
PROP-001205,30,6.7,2637.24,8560.19,41.7,42.0,0,4,0
PROP-001206,29,2.3,6394.14,10341.58,36.2,70.4,1,1,0
PROP-001207,29,0.5,3787.61,7918.62,34.1,17.4,0,1,0
PROP-001208,27,6.3,7713.31,11354.74,17.3,79.7,0,4,0
PROP-001209,65,0.9,6477.83,3345.56,12.9,27.7,2,0,0
PROP-001210,41,10.8,2749.57,4383.06,13.4,32.8,0,2,0
PROP-001211,48,1.0,2576.08,5102.9,43.1,44.2,0,1,0
PROP-001212,32,4.1,5290.58,5641.45,10.0,56.9,4,2,0
PROP-001213,35,0.5,9626.49,11557.0,12.9,37.6,0,1,0
PROP-001214,29,3.7,8626.33,17977.4,26.1,63.0,0,0,0
PROP-001215,18,0.1,11395.36,17258.05,58.3,21.3,3,3,1
PROP-001216,21,2.1,5054.35,16440.15,40.9,37.4,0,0,0
PROP-001217,18,0.1,7905.58,20195.22,31.5,17.4,1,3,1
PROP-001218,18,0.1,9084.86,16902.87,14.0,17.2,3,1,0
PROP-001219,23,2.4,15349.25,28336.25,46.3,56.1,1,3,1
PROP-001220,53,2.7,5892.88,5609.79,32.6,16.8,0,1,0
PROP-001221,37,1.4,3679.08,12798.44,24.0,39.6,2,2,1
PROP-001222,53,7.1,9273.47,13163.25,21.0,39.7,3,1,1
PROP-001223,42,0.2,2097.26,1572.6,34.1,18.1,0,2,0
PROP-001224,47,3.2,8889.8,22031.42,38.9,29.5,0,2,0
PROP-001225,27,2.2,10404.44,11580.94,19.1,43.5,0,1,0
PROP-001226,44,4.9,8564.46,13427.51,15.4,59.8,0,2,0
PROP-001227,46,4.3,2650.08,4723.22,17.1,50.2,2,0,1
PROP-001228,31,0.6,5326.97,14088.45,6.2,40.9,0,2,0
PROP-001229,44,1.4,8965.72,8725.41,79.8,59.3,2,3,0
PROP-001230,44,7.2,6397.9,16513.51,17.9,52.2,0,1,0
PROP-001231,31,0.6,4772.29,4688.66,25.3,60.6,0,2,0
PROP-001232,24,4.2,5308.8,10241.63,14.6,10.2,0,2,0
PROP-001233,23,0.7,29633.64,50000.0,15.0,39.7,1,0,0
PROP-001234,39,0.1,2574.2,3522.83,15.4,65.2,0,0,0
PROP-001235,41,2.8,2178.58,3424.88,30.1,37.4,0,1,1
PROP-001236,28,6.4,2649.23,8106.23,33.6,21.2,0,0,0
PROP-001237,38,12.1,16736.0,48152.46,32.0,21.3,0,5,0
PROP-001238,44,2.5,7188.3,22676.61,34.8,78.6,1,0,0
PROP-001239,45,6.8,3336.26,2077.33,6.6,40.2,0,2,0
PROP-001240,56,1.5,17765.01,11512.34,36.5,41.4,4,3,0
PROP-001241,53,1.2,2355.94,2533.8,27.7,21.6,2,0,0
PROP-001242,25,4.9,3265.91,3140.14,42.0,31.0,2,2,1
PROP-001243,58,6.4,2294.75,1538.8,21.5,20.3,0,1,0
PROP-001244,31,0.6,4859.81,6279.18,19.3,27.7,0,1,0
PROP-001245,50,13.5,6166.89,9174.25,48.3,28.8,0,4,0
PROP-001246,38,2.2,5079.65,9365.54,39.3,61.3,4,1,1
PROP-001247,33,6.4,9532.39,9047.96,10.4,9.5,0,0,0
PROP-001248,18,0.1,3656.81,5992.07,37.8,32.9,0,3,0
PROP-001249,35,1.0,3914.62,7705.44,14.3,37.5,1,0,0
PROP-001250,19,0.7,5570.15,15609.14,24.9,58.2,2,5,0
PROP-001251,49,12.4,13984.41,28579.67,33.7,60.9,0,0,0
PROP-001252,56,2.6,6130.38,10776.83,33.7,25.2,2,3,1
PROP-001253,28,1.1,3905.03,2169.79,36.8,34.2,2,2,0
PROP-001254,41,7.9,7510.86,18866.54,24.3,17.4,0,1,0
PROP-001255,29,5.5,4082.41,3383.51,27.9,51.2,0,2,0
PROP-001256,30,0.1,5409.32,8683.36,11.1,48.2,0,1,1
PROP-001257,47,0.1,4170.73,4210.43,27.8,49.4,3,3,1
PROP-001258,37,3.3,2224.52,7584.94,9.2,32.8,2,2,0
PROP-001259,58,2.6,3136.54,1784.87,28.6,28.7,0,2,0
PROP-001260,32,4.8,11592.7,11327.2,30.0,69.9,1,1,0
PROP-001261,49,1.5,5546.11,10879.43,34.7,25.5,2,4,1
PROP-001262,39,0.4,5063.0,5906.26,43.8,47.1,2,0,0
PROP-001263,47,8.0,4714.31,8855.53,27.3,57.4,0,3,0
PROP-001264,32,1.9,3880.33,8137.46,14.6,18.3,0,4,0
PROP-001265,37,2.8,4741.97,15008.62,66.7,30.3,2,3,1
PROP-001266,36,4.0,3682.47,5090.89,18.3,74.2,2,1,0
PROP-001267,27,2.7,5370.58,18275.03,40.7,41.7,0,1,0
PROP-001268,45,4.5,2448.57,3474.94,43.6,49.7,2,2,0
PROP-001269,45,9.1,6973.99,3796.31,28.3,60.0,0,3,0
PROP-001270,45,1.3,4401.29,7076.27,44.0,12.0,0,2,0
PROP-001271,56,5.5,2131.55,3635.16,21.9,58.6,2,1,0
PROP-001272,55,10.5,3860.11,8003.99,43.0,15.8,0,3,0
PROP-001273,33,1.6,3630.14,4042.37,13.3,29.8,2,1,0
PROP-001274,42,12.0,8388.21,12079.79,18.8,27.9,0,2,0
PROP-001275,30,2.0,4145.66,6435.04,3.0,20.5,0,0,0
PROP-001276,38,5.7,2857.42,3011.17,19.4,21.3,0,4,1
PROP-001277,30,2.2,1412.0,1336.68,28.4,27.0,3,3,1
PROP-001278,57,1.7,3227.93,5268.93,38.0,66.1,3,3,0
PROP-001279,42,4.3,9279.19,15154.94,25.1,11.0,2,0,0
PROP-001280,35,0.3,6041.84,15976.24,14.5,46.5,0,2,0
PROP-001281,52,0.8,2718.24,5229.27,46.1,35.9,0,0,0
PROP-001282,18,0.1,4117.51,2516.68,42.5,58.8,0,5,0
PROP-001283,18,0.1,4805.62,12950.59,55.8,76.6,3,3,1
PROP-001284,47,1.0,11743.76,21037.52,32.0,44.7,2,5,0
PROP-001285,38,10.1,4596.35,2680.77,57.2,7.0,1,2,0
PROP-001286,41,2.5,3331.38,11624.88,20.5,22.3,0,2,0
PROP-001287,22,2.8,5644.01,17877.03,32.0,32.7,0,1,0
PROP-001288,37,2.5,6695.32,18599.34,11.9,21.8,0,2,0
PROP-001289,62,2.5,7224.73,24369.96,28.5,76.1,0,3,0
PROP-001290,47,3.3,7141.48,12995.75,63.6,80.2,2,5,1
PROP-001291,40,0.8,16516.03,9267.38,37.6,51.2,1,2,0
PROP-001292,32,4.6,2212.44,2999.18,58.7,68.3,1,3,1
PROP-001293,33,2.6,4223.52,4429.1,5.5,13.0,0,2,0
PROP-001294,18,0.1,4533.05,13725.36,45.0,46.5,0,2,0
PROP-001295,41,0.3,2112.66,4143.74,14.8,69.9,1,0,0
PROP-001296,48,5.3,2337.36,6959.87,28.9,57.9,0,3,0
PROP-001297,19,0.7,3910.06,10136.84,22.2,80.3,1,1,1
PROP-001298,30,5.5,3666.82,3870.29,62.6,84.7,0,3,1
PROP-001299,24,2.7,3350.53,8675.59,17.1,43.6,0,2,0
PROP-001300,26,1.4,1554.71,1161.61,25.0,46.8,0,0,0
PROP-001301,38,2.3,2328.46,3503.21,26.7,63.7,0,0,0
PROP-001302,18,0.1,3236.99,9334.02,18.9,64.4,0,2,0
PROP-001303,45,1.2,3927.37,11288.35,35.6,12.0,0,4,0
PROP-001304,47,4.5,5403.79,16054.62,29.5,22.8,0,2,0
PROP-001305,34,10.9,3873.73,7761.92,29.6,39.7,0,1,0
PROP-001306,18,0.1,3033.47,3853.94,23.0,20.1,0,1,1
PROP-001307,26,0.2,5605.02,3576.03,30.1,67.4,0,3,0
PROP-001308,52,13.2,5278.75,13208.66,73.5,29.9,1,3,0
PROP-001309,18,0.1,2590.9,4815.75,35.8,65.5,2,3,1
PROP-001310,33,9.7,14681.47,31691.35,63.3,14.0,0,4,0
PROP-001311,23,3.5,1412.0,4887.63,32.7,44.6,0,2,0
PROP-001312,47,2.1,6732.38,7059.39,13.2,78.9,3,2,1
PROP-001313,29,7.7,7798.2,22240.41,7.9,28.2,0,2,0
PROP-001314,42,0.7,8428.64,11320.59,10.5,30.3,0,3,0
PROP-001315,44,0.8,5498.78,17654.5,74.9,56.9,2,3,1
PROP-001316,60,0.6,1988.83,3517.91,38.8,21.6,0,4,0
PROP-001317,35,5.7,14596.46,37929.95,26.5,48.3,4,4,1
PROP-001318,42,1.5,1996.18,3713.86,24.5,60.6,0,2,0
PROP-001319,20,1.4,2373.92,7228.45,33.4,27.9,2,1,0
PROP-001320,52,8.2,3267.5,3030.91,5.7,77.1,0,2,0
PROP-001321,28,5.0,2110.62,4736.3,48.0,72.5,0,2,0
PROP-001322,31,2.5,2121.09,7052.4,45.5,25.6,1,3,0
PROP-001323,37,2.8,2646.5,8380.71,25.7,60.0,1,2,0
PROP-001324,19,0.7,1412.0,2811.21,11.1,4.7,1,1,0
PROP-001325,40,0.2,4814.38,12268.89,28.2,57.6,0,1,0
PROP-001326,49,1.5,3449.05,11310.76,10.8,35.5,0,1,0
PROP-001327,41,9.7,3865.94,8978.61,27.1,10.0,4,2,0
PROP-001328,18,0.1,5312.98,12669.56,39.7,27.6,0,3,0
PROP-001329,36,3.9,4154.16,8645.12,44.2,36.7,0,2,0
PROP-001330,46,0.7,3031.29,1584.6,31.2,3.9,0,3,0
PROP-001331,18,0.1,5890.67,12590.03,12.7,31.2,0,1,0
PROP-001332,25,4.9,3801.33,4268.32,54.6,36.7,0,4,0
PROP-001333,48,1.3,2753.65,1943.33,25.6,43.6,0,3,0
PROP-001334,41,6.4,4103.05,10658.77,17.9,22.7,3,2,0
PROP-001335,42,11.4,9584.56,27078.56,29.3,38.1,0,4,0
PROP-001336,60,1.4,3175.92,3735.75,47.1,33.8,0,2,0
PROP-001337,43,1.8,6615.01,18798.28,28.2,59.5,0,1,0
PROP-001338,45,4.4,2471.54,5826.02,26.7,4.2,0,6,0
PROP-001339,70,2.7,4533.24,6323.29,15.5,80.2,0,3,0
PROP-001340,35,4.9,5267.63,16200.59,9.8,40.0,0,3,0
PROP-001341,28,3.2,2654.22,6595.83,16.7,46.0,2,5,1
PROP-001342,43,2.7,3613.68,2133.58,11.3,23.3,0,1,0
PROP-001343,43,2.5,2532.23,5576.75,7.1,86.9,0,1,0
PROP-001344,31,1.2,2676.16,4197.05,6.9,26.3,0,1,0
PROP-001345,25,1.4,4422.61,14196.89,44.1,50.3,2,2,1
PROP-001346,65,0.5,11700.93,6964.58,43.5,48.1,2,3,1
PROP-001347,41,1.9,5726.29,17857.46,46.7,70.9,0,1,1
PROP-001348,29,6.3,4550.85,4576.85,45.3,52.9,1,2,0
PROP-001349,48,0.7,10461.7,17059.82,29.0,31.8,3,5,1
PROP-001350,36,7.1,2037.47,3552.94,46.1,49.0,2,2,0
PROP-001351,34,0.6,10039.88,33651.07,17.8,23.7,2,0,0
PROP-001352,44,4.5,3584.98,3920.69,14.1,60.6,0,0,0
PROP-001353,22,0.2,5316.04,5878.46,42.7,29.4,1,0,0
PROP-001354,42,3.4,6752.77,12008.2,11.5,52.7,0,0,0
PROP-001355,60,6.0,6012.64,17530.09,18.5,6.3,0,2,0
PROP-001356,43,6.1,3627.07,2795.95,8.7,13.9,2,0,0
PROP-001357,33,1.3,7425.56,19340.45,33.6,72.8,2,3,0
PROP-001358,31,4.4,3532.35,4073.53,16.9,44.7,0,3,0
PROP-001359,33,8.5,3521.55,4053.0,15.3,30.7,2,1,0
PROP-001360,34,2.2,4380.77,11077.24,14.3,5.3,0,2,0
PROP-001361,33,3.3,6109.12,12300.44,40.6,62.2,0,4,0
PROP-001362,48,7.4,2483.23,2843.45,40.0,9.1,2,2,0
PROP-001363,18,0.1,2655.52,2134.92,40.4,11.1,0,2,0
PROP-001364,48,5.7,1601.97,1882.15,47.5,50.5,0,5,0
PROP-001365,33,6.2,3819.06,3471.07,43.7,39.2,1,0,1
PROP-001366,42,0.1,8514.86,21198.57,13.5,44.2,0,0,0
PROP-001367,24,3.5,31115.4,28888.19,22.1,54.8,3,2,0
PROP-001368,53,0.4,5239.66,13332.16,40.5,44.9,0,2,1
PROP-001369,52,3.7,12129.53,14292.83,57.0,14.4,1,2,0
PROP-001370,49,1.1,4619.85,7592.81,7.8,44.8,0,2,0
PROP-001371,19,0.7,4826.13,6488.65,15.8,21.7,0,2,0
PROP-001372,47,8.4,4200.4,14600.28,3.0,65.6,0,3,0
PROP-001373,42,1.0,4409.54,6970.96,17.7,43.2,0,2,0
PROP-001374,18,0.1,4424.32,11790.05,23.7,44.2,2,0,0
PROP-001375,37,0.6,3722.73,3752.19,31.7,35.4,0,2,0
PROP-001376,42,0.1,13114.98,26084.04,67.8,46.6,0,0,1
PROP-001377,44,0.8,6303.54,4469.14,44.0,18.2,0,4,0
PROP-001378,40,0.5,2953.71,2611.09,6.1,19.1,1,2,1
PROP-001379,41,3.1,6649.25,17825.77,23.0,25.4,0,2,0
PROP-001380,55,0.9,8242.68,18014.39,28.6,50.5,2,1,0
PROP-001381,52,4.0,2162.86,3716.1,33.9,61.5,1,2,0
PROP-001382,18,0.1,8441.98,19898.23,15.8,43.1,0,1,0
PROP-001383,34,6.4,7788.9,12892.36,22.4,28.5,0,2,0
PROP-001384,36,8.5,5674.17,12151.9,28.4,12.2,0,2,0
PROP-001385,18,0.1,11718.94,10352.58,10.3,51.6,0,1,0
PROP-001386,39,13.7,8296.05,5143.75,28.1,59.2,0,3,0
PROP-001387,52,3.2,3555.53,5660.04,4.4,49.9,1,1,0
PROP-001388,24,4.1,4952.23,8450.52,67.4,14.6,0,5,0
PROP-001389,42,0.4,10648.97,9359.08,29.7,64.9,0,0,1
PROP-001390,27,6.3,3450.81,9009.55,21.0,36.1,2,1,0
PROP-001391,29,4.2,3613.65,10146.02,17.9,7.7,0,0,0
PROP-001392,55,2.0,5444.51,18682.82,26.2,42.1,0,1,0
PROP-001393,31,5.6,4025.6,3459.01,44.8,11.6,0,1,0
PROP-001394,43,0.1,20305.73,29095.44,13.7,62.6,2,0,0
PROP-001395,18,0.1,10438.27,17928.72,49.8,62.2,0,5,1
PROP-001396,60,1.0,17117.9,23396.41,21.3,47.2,2,2,0
PROP-001397,45,2.5,9609.56,25679.57,23.2,2.4,0,1,0
PROP-001398,35,4.0,5231.94,4317.33,22.8,66.5,0,0,0
PROP-001399,44,3.9,1412.0,1531.78,12.8,39.7,2,1,0
PROP-001400,21,0.1,5677.69,10872.23,51.3,45.8,2,3,0
PROP-001401,52,0.2,2340.76,8184.41,33.9,42.2,2,3,0
PROP-001402,34,7.7,1790.31,5867.57,29.6,52.1,1,3,0
PROP-001403,35,0.8,9277.44,12109.23,34.6,43.6,0,1,0
PROP-001404,32,8.4,2357.05,1378.35,22.2,60.0,1,2,0
PROP-001405,31,9.1,2966.12,2088.68,40.1,30.0,1,3,1
PROP-001406,46,2.3,3416.29,9030.83,28.2,13.1,0,2,0
PROP-001407,41,1.8,4960.31,5957.28,19.9,58.7,0,1,0
PROP-001408,45,3.2,4379.37,2235.98,33.9,67.6,3,6,1
PROP-001409,37,0.9,7118.87,17695.54,27.9,53.7,1,3,0
PROP-001410,44,1.7,6427.55,18129.04,47.4,39.4,0,0,0
PROP-001411,32,2.8,1767.99,2946.82,41.9,17.1,1,1,0
PROP-001412,64,1.3,11404.24,20918.75,28.6,10.1,1,2,0
PROP-001413,19,0.7,2280.79,4050.42,31.9,53.7,2,4,1
PROP-001414,53,3.3,2469.63,6218.91,9.5,29.0,0,1,0
PROP-001415,54,0.8,12998.29,15208.77,37.5,11.3,2,0,0
PROP-001416,27,0.1,4305.26,4086.38,25.9,40.5,0,1,1
PROP-001417,64,1.4,8879.65,14750.31,37.3,13.2,0,2,0
PROP-001418,49,0.1,6912.73,6941.73,26.3,42.0,0,3,0
PROP-001419,49,1.3,5888.78,19810.39,28.8,21.9,0,1,0
PROP-001420,38,5.6,2933.85,2602.77,3.6,46.2,2,2,0
PROP-001421,35,5.0,3965.52,2792.48,10.6,81.0,1,3,0
PROP-001422,35,0.7,12227.78,20091.62,21.6,12.8,2,1,0
PROP-001423,42,3.8,2951.2,7186.81,26.3,30.0,0,0,0
PROP-001424,54,1.6,4650.52,14274.4,62.6,76.7,0,3,1
PROP-001425,40,1.4,6080.46,7492.45,15.9,3.1,0,5,0
PROP-001426,27,0.3,3516.39,7859.03,19.2,53.7,0,1,0
PROP-001427,47,5.2,2940.55,5899.2,43.1,54.5,0,0,0
PROP-001428,49,2.8,3999.68,2887.32,19.6,74.7,1,1,0
PROP-001429,45,5.3,3948.75,5557.52,43.7,9.5,1,3,0
PROP-001430,46,9.6,1808.85,6074.33,7.2,44.7,0,2,0
PROP-001431,34,1.4,5252.53,5678.48,29.2,49.5,1,1,0
PROP-001432,26,1.6,9876.31,29835.03,52.9,39.4,0,3,0
PROP-001433,27,0.2,1412.0,4728.94,34.7,23.1,0,3,0
PROP-001434,18,0.1,4966.16,14858.16,21.8,48.6,0,3,0
PROP-001435,40,0.9,1412.0,3340.21,13.0,28.2,0,2,0
PROP-001436,36,12.6,10788.93,32146.83,18.5,47.4,0,1,0
PROP-001437,32,0.4,3119.44,5792.31,3.0,41.3,0,1,0
PROP-001438,18,0.1,4475.9,13133.58,20.1,70.7,1,3,1
PROP-001439,23,0.7,2423.64,8224.99,37.1,11.7,0,1,0
PROP-001440,51,2.9,14555.42,50000.0,31.3,63.0,0,1,0
PROP-001441,30,0.3,15524.53,11288.38,42.9,47.5,1,2,0
PROP-001442,42,1.3,2282.55,4727.41,39.5,21.6,2,3,1
PROP-001443,21,2.0,2128.91,5205.86,31.6,39.4,0,4,1
PROP-001444,55,4.5,7353.13,14034.46,62.0,36.8,2,1,0
PROP-001445,36,1.5,7456.79,6883.87,33.3,36.1,3,2,0
PROP-001446,41,11.4,3522.93,2756.15,19.6,11.8,0,0,0
PROP-001447,65,0.4,2358.38,3056.94,68.9,45.1,0,0,0
PROP-001448,56,0.2,10950.1,33437.52,42.3,3.0,0,1,0
PROP-001449,34,0.2,3781.14,6397.86,28.2,17.7,0,2,0
PROP-001450,30,2.8,3651.43,10138.3,32.9,70.1,0,1,0
PROP-001451,34,0.2,4775.32,7008.04,24.1,53.9,0,1,0
PROP-001452,44,2.0,1827.12,4804.54,34.1,19.5,0,2,0
PROP-001453,36,1.5,3040.43,5524.38,38.3,69.0,1,3,0
PROP-001454,33,4.4,2420.89,4888.21,24.5,22.6,2,0,0
PROP-001455,55,1.9,1412.0,1000.0,19.8,40.3,1,0,0
PROP-001456,36,1.9,2642.58,8315.31,21.1,54.4,0,1,1
PROP-001457,65,2.6,4279.72,6146.21,36.6,20.6,1,2,0
PROP-001458,39,12.4,2737.63,4264.21,46.6,32.5,0,4,0
PROP-001459,59,6.8,4054.31,13841.06,5.0,49.6,3,0,0
PROP-001460,42,5.3,2324.92,1362.72,18.8,56.4,0,1,0
PROP-001461,49,5.7,6361.46,17069.13,55.6,76.4,0,3,0
PROP-001462,29,0.9,7969.58,19098.92,17.7,56.7,0,2,0
PROP-001463,27,6.0,6558.47,4874.01,39.8,43.7,2,0,0
PROP-001464,43,2.5,4848.71,10153.13,12.4,24.2,0,1,0
PROP-001465,49,6.8,7209.99,15738.55,13.5,34.8,0,2,0
PROP-001466,38,1.3,3048.6,6984.71,42.0,25.8,0,1,0
PROP-001467,22,2.8,2740.62,9127.21,17.5,55.7,3,4,1
PROP-001468,21,1.9,4227.38,14117.24,20.9,36.3,1,3,1
PROP-001469,20,0.9,3184.07,5418.79,71.2,17.9,0,5,1
PROP-001470,18,0.1,10057.08,14420.16,25.7,12.2,0,1,0
PROP-001471,39,4.5,14877.44,50000.0,33.5,46.5,1,3,0
PROP-001472,51,1.0,21484.27,50000.0,12.2,25.2,1,2,0
PROP-001473,37,1.2,7717.04,7298.23,17.5,32.7,1,1,0
PROP-001474,18,0.1,5514.66,14702.65,36.8,53.0,0,3,0
PROP-001475,35,1.8,1412.0,3178.5,35.6,38.8,1,3,0
PROP-001476,36,12.6,3455.89,8547.92,12.7,31.4,2,2,0
PROP-001477,63,1.0,2849.96,4940.05,19.9,44.5,0,2,0
PROP-001478,20,0.4,2978.22,6560.57,50.4,57.0,3,4,1
PROP-001479,33,1.0,10006.33,22728.79,69.9,4.7,0,3,0
PROP-001480,58,2.8,10614.85,16883.12,45.4,25.1,0,0,0
PROP-001481,43,3.8,3449.74,1897.9,28.8,45.6,3,4,1
PROP-001482,44,0.2,3075.49,4912.26,28.8,14.8,1,3,1
PROP-001483,39,4.9,3894.87,8281.24,27.9,15.9,0,2,0
PROP-001484,41,0.2,1482.9,1424.36,30.1,20.4,0,5,0
PROP-001485,47,6.4,9630.77,16778.31,15.5,18.1,2,0,0
PROP-001486,28,1.0,7304.88,4569.25,40.7,25.8,2,4,1
PROP-001487,48,0.3,2117.26,4803.08,46.8,39.8,0,5,1
PROP-001488,21,1.6,2141.86,4401.06,18.2,52.2,2,2,1
PROP-001489,41,1.6,12059.71,19400.12,30.7,51.5,1,3,0
PROP-001490,40,15.4,7392.07,5564.51,80.0,33.5,0,2,0
PROP-001491,30,1.4,13545.79,29580.93,37.3,52.2,2,4,1
PROP-001492,37,0.7,2836.82,3998.22,56.0,18.6,0,2,0
PROP-001493,30,7.8,13308.61,10733.33,14.9,51.1,0,1,0
PROP-001494,25,0.9,2569.32,5723.47,26.8,2.9,2,1,0
PROP-001495,33,10.5,4995.83,11124.84,25.1,33.8,1,2,0
PROP-001496,24,4.2,1606.55,4239.59,27.2,17.5,0,2,0
PROP-001497,41,1.8,3363.54,3311.51,53.0,62.3,1,3,1
PROP-001498,24,1.4,5114.79,15803.11,64.7,15.4,0,2,0
PROP-001499,46,4.0,3574.14,2239.77,11.1,24.3,0,0,0
PROP-001500,23,3.5,6696.32,9169.71,11.7,16.7,0,0,0
PROP-001501,31,1.6,2814.26,4448.24,43.8,50.9,4,0,1
PROP-001502,30,5.4,4587.87,13266.58,9.9,48.1,2,3,1
PROP-001503,53,5.2,3755.59,9540.91,36.3,41.2,0,2,0
PROP-001504,41,2.7,3728.05,7240.09,36.3,44.9,0,2,0
PROP-001505,35,0.9,7430.23,4815.46,37.7,14.6,1,3,0
PROP-001506,43,0.8,3012.51,3028.12,54.5,12.0,0,1,0
PROP-001507,18,0.1,4099.93,10515.84,14.7,48.8,0,1,0
PROP-001508,37,3.9,3420.86,10538.16,11.6,19.9,0,1,0
PROP-001509,61,6.0,11929.94,40503.56,26.0,51.1,2,3,1
PROP-001510,39,4.1,4443.78,10715.91,57.8,49.3,0,3,0
PROP-001511,38,8.4,4465.68,8273.74,34.5,6.9,0,1,0
PROP-001512,44,8.5,3830.2,12192.64,35.5,5.1,0,3,0
PROP-001513,48,0.1,5845.74,15857.96,55.3,66.5,0,1,1
PROP-001514,18,0.1,3502.55,6335.62,44.2,55.2,0,2,1
PROP-001515,18,0.1,3409.29,10803.76,10.6,37.5,0,4,0
PROP-001516,40,4.4,3411.0,5459.46,54.1,73.4,3,5,1
PROP-001517,29,7.7,4652.48,13486.37,33.1,36.5,0,1,0
PROP-001518,53,5.4,8564.29,7127.37,29.5,46.6,0,2,0
PROP-001519,34,5.1,3688.85,9442.34,5.7,67.4,0,5,1
PROP-001520,18,0.1,2034.55,2443.75,30.7,72.2,0,6,1
PROP-001521,22,0.4,1827.55,4049.12,35.3,22.5,2,0,0
PROP-001522,18,0.1,25465.08,43271.39,23.7,57.8,0,1,0
PROP-001523,35,7.8,2722.41,6400.44,4.3,32.7,0,0,0
PROP-001524,35,1.3,13935.08,9210.06,34.5,33.1,0,2,0
PROP-001525,32,9.8,3859.46,7186.66,40.8,38.1,3,1,1
PROP-001526,50,4.5,2504.38,8579.77,14.1,15.2,2,3,0
PROP-001527,52,4.6,4244.7,14098.67,37.1,81.3,2,1,1
PROP-001528,35,9.2,6482.18,3579.18,39.5,44.1,2,0,0
PROP-001529,18,0.1,3888.24,5338.05,38.7,23.1,2,1,1
PROP-001530,45,5.1,3100.47,6490.76,46.5,30.3,0,4,1
PROP-001531,44,9.3,1745.21,3324.07,39.8,32.6,0,2,0
PROP-001532,41,1.5,3054.59,10110.22,15.4,67.0,0,1,0
PROP-001533,49,8.9,5666.38,19500.14,55.2,50.5,2,5,0
PROP-001534,24,0.4,1760.49,3614.68,57.7,22.4,3,1,1
PROP-001535,62,1.2,3422.13,9101.37,24.0,75.9,0,4,0
PROP-001536,26,2.8,5217.73,3530.1,18.5,26.3,1,5,0
PROP-001537,46,3.3,9112.52,22657.34,37.3,34.1,2,3,0
PROP-001538,18,0.1,2284.79,6302.41,38.0,49.2,0,1,1
PROP-001539,26,4.7,15110.0,14450.32,71.1,74.5,1,3,1
PROP-001540,56,3.0,5858.39,20086.47,15.0,71.6,1,1,0
PROP-001541,34,7.8,2207.04,5566.07,22.7,60.6,0,4,0
PROP-001542,48,0.3,4860.0,9446.72,21.2,15.9,0,2,0
PROP-001543,40,8.5,2881.75,7715.22,15.6,17.1,0,1,0
PROP-001544,36,0.4,1737.64,5411.46,44.6,21.6,1,2,0
PROP-001545,54,1.2,4037.51,13527.06,31.3,51.8,0,3,0
PROP-001546,35,8.6,4103.25,8584.61,50.6,27.3,5,0,0
PROP-001547,18,0.1,5258.16,15217.74,10.3,58.3,0,1,0
PROP-001548,28,3.8,2516.77,8599.13,32.3,20.1,0,3,0
PROP-001549,44,0.6,2626.07,3441.01,27.6,36.5,2,3,1
PROP-001550,42,12.1,7821.92,24157.71,54.8,73.4,0,1,0
